type,name
Psychic, Murkrow
Psychic, Honchkrow
Psychic, Pangoro
Fighting, Beldum
Fighting, Metagross-GX
Colorless, Clefairy
Colorless, Whimsicott
Water, Goomy
Water, Sliggoo
Water, Hakamo-o
Grass, Decidueye-GX
Water, Kommo-o-GX
Colorless, Chansey
Colorless, Taillow
Colorless, Swellow
Colorless, Rayquaza
Colorless, Fletchling
Colorless, Fletchinder
Fire, Turtonator-GX
Water, Alolan Ninetales-GX
Lightning, Vikavolt-GX
Lightning, Tapu Koko-GX
Colorless, Drampa-GX
Lightning, Vikavolt-GX
Lightning, Tapu Koko-GX
Fighting, Lycanroc-GX
Colorless, Sylveon-GX
Water, Kommo-o-GX
Grass, Meganium
Grass, Ariados
Grass, Hoppip
Grass, Skiploom
Grass, Celebi ◇
Grass, Beautifly
Grass, Cascoon
Grass, Virizion-GX
Grass, Skiddo
Grass, Gogoat
Fire, Magcargo-GX
Fire, Houndoom
Fire, Litleo
Fire, Pyroar
Lightning, Zeraora-GX
Psychic, Natu
Psychic, Wobbuffet
Psychic, Girafarig
Psychic, Yamask
Psychic, Meloetta
Fighting, Onix
Psychic, Tyranitar-GX
Fighting, Alolan Diglett
Fighting, Steelix
Fighting, Scizor
Fighting, Genesect-GX
Colorless, Alolan Ninetales-GX
Colorless, Mimikyu-GX
Colorless, Tapu Fini
Colorless, Stantler
Colorless, Smeargle
Colorless, Lugia-GX
Colorless, Toucannon
Fire, Blacephalon-GX
Lightning, Zeraora-GX
Psychic, Sigilyph-GX
Psychic, Tyranitar-GX
Grass, Shuckle-GX
Fire, Magcargo-GX
Psychic, Tyranitar-GX
Grass, Shroomish
Grass, Carnivine
Fire, Torkoal
Fire, Torracat
Psychic, Zoroark-GX
Fire, Entei-GX
Fire, Entei-GX
Lightning, Raichu-GX
Fire, Litten
Fighting, Lycanroc-GX
Fighting, Zygarde
Psychic, Lunala-GX
Fighting, Mudsdale
Lightning, Tapu Koko-GX
Colorless, Bewear-GX
Grass, Decidueye-GX
Psychic, Seviper
Lightning, Tapu Koko-GX
Psychic, Alolan Meowth
Psychic, Dhelmise
Fighting, Marshadow-GX
Grass, Pheromosa-GX
Fighting, Celesteela-GX
Lightning, Xurkitree-GX
Fighting, Registeel
Colorless, Shining Lugia
Lightning, Pikachu
Lightning, Raichu-GX
Colorless, Silvally-GX
Water, Wash Rotom
Colorless, Gumshoos
Fighting, Lucario-GX
Fighting, Dusk Mane Necrozma-GX
Lightning, Raikou-GX
Fighting, Zygarde-GX
Psychic, Dawn Wings Necrozma
Fighting, Dusk Mane Necrozma
Psychic, Naganadel-GX
Fighting, Alolan Sandslash
Lightning, Zekrom-GX
Water, White Kyurem-GX
Water, Kyurem
Water, Articuno
Grass, Leafeon-GX
Colorless, Tapu Lele
Water, Kingdra-GX
Water, Dragonite-GX
Fire, Charizard
Lightning, Zapdos
Psychic, Nidoqueen
Fighting, Jirachi
Water, Magikarp & Wailord-GX
Fire, Flareon-GX
Lightning, Jolteon-GX
Grass, Exeggcute
Grass, Roserade
Grass, Turtwig
Grass, Mow Rotom
Water, Glaceon-GX
Water, Wash Rotom
Lightning, Luxio
Psychic, Spiritomb
Psychic, Cosmoem
Psychic, Lunala ◇
Psychic, Mewtwo-EX
Psychic, Dawn Wings Necrozma-GX
Fighting, Passimian
Psychic, Skuntank
Fighting, Magneton
Fighting, Bronzor
Fighting, Solgaleo ◇
Fighting, Dusk Mane Necrozma-GX
Fighting, Magearna
Colorless, Morelull
Colorless, Tapu Lele
Water, Dialga-GX
Colorless, Lickitung
Colorless, Eevee
Colorless, Silvally-GX
Grass, Pheromosa-GX
Fighting, Celesteela-GX
Fighting, Dusk Mane Necrozma-GX
Grass, Leafeon-GX
Water, Glaceon-GX
Fighting, Celesteela-GX
Fighting, Metagross-EX
Colorless, Diancie-EX
Lightning, Heliolisk
Water, Gyarados
Water, Flygon-EX
Psychic, M Absol-EX
Colorless, Rayquaza-EX
Water, Latios-EX
Water, Latias
Lightning, Pikachu-EX
Psychic, Mewtwo-EX
Water, Gyarados
Colorless, Xerneas-EX
Psychic, Yveltal-EX
Grass, Beedrill-EX
Water, Salamence-EX
Psychic, Absol
Colorless, Snorlax
